y,fzone,punt,kick,gofor,red,green,blue
1,1,0.329,0,0.671,83,0,171
1,2,0.9865,0,0.0135,251,0,3
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.228,0,0.772,58,0,196
2,2,0.983,0,0.017,250,0,4
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.493,0,0.507,125,0,129
3,2,0.997,0,0.003,254,0,0
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.1185,0,0.8815,30,0,224
4,2,0.9685,0,0.0315,246,0,8
4,3,1,0,0,255,0,0
4,4,1,0,0,255,0,0
5,1,0,0,1,0,0,255
5,2,0.3155,0,0.6845,80,0,174
5,3,0.998,0,0.002,254,0,0
5,4,1,0,0,255,0,0
6,1,0,0.0095,0.9905,0,2,252
6,2,0,0.0315,0.9685,0,8,246
6,3,0.5495,0.082,0.3685,140,20,93
6,4,0.908,0.09,0.002,231,22,0
7,1,0,0.5415,0.4585,0,138,116
7,2,0,0.9975,0.0025,0,254,0
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.3215,0.6785,0,81,173
8,2,0,0.994,0.006,0,253,1
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.919,0.081,0,234,20
9,2,0,1,0,0,255,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.104,0.896,0,26,228
10,2,0,0.9625,0.0375,0,245,9
10,3,0,0.9995,0.0005,0,254,0
10,4,0,1,0,0,255,0
