y,fzone,punt,kick,gofor,red,green,blue
1,1,0.001,0,0.999,0,0,254
1,2,0.4035,0,0.5965,102,0,152
1,3,0.9975,0,0.0025,254,0,0
1,4,1,0,0,255,0,0
2,1,0.001,0,0.999,0,0,254
2,2,0.365,0,0.635,93,0,161
2,3,0.9995,0,0.0005,254,0,0
2,4,1,0,0,255,0,0
3,1,0.004,0,0.996,1,0,253
3,2,0.6445,0,0.3555,164,0,90
3,3,0.9995,0,0.0005,254,0,0
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0.028,0,0.972,7,0,247
4,3,0.983,0,0.017,250,0,4
4,4,1,0,0,255,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.1845,0,0.8155,47,0,207
5,4,0.9835,0,0.0165,250,0,4
6,1,0,0.008,0.992,0,2,252
6,2,0,0.025,0.975,0,6,248
6,3,0,0.084,0.916,0,21,233
6,4,0.2475,0.2055,0.547,63,52,139
7,1,0,0.051,0.949,0,13,241
7,2,0,0.8785,0.1215,0,224,30
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0,1,0,0,255
8,2,0,0.234,0.766,0,59,195
8,3,0,0.998,0.002,0,254,0
8,4,0,1,0,0,255,0
9,1,0,0.0585,0.9415,0,14,240
9,2,0,0.932,0.068,0,237,17
9,3,0,0.9995,0.0005,0,254,0
9,4,0,1,0,0,255,0
10,1,0,0,1,0,0,255
10,2,0,0.0885,0.9115,0,22,232
10,3,0,0.896,0.104,0,228,26
10,4,0,0.9875,0.0125,0,251,3
