y,fzone,punt,kick,gofor
1,1,0.1815,0,0.8185
1,2,0.958,0,0.042
1,3,1,0,0
1,4,1,0,0
2,1,0.1265,0,0.8735
2,2,0.961,0,0.039
2,3,1,0,0
2,4,1,0,0
3,1,0.3445,0,0.6555
3,2,0.995,0,0.005
3,3,1,0,0
3,4,1,0,0
4,1,0.0445,0,0.9555
4,2,0.926,0,0.074
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.125,0,0.875
5,3,0.995,0,0.005
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0.3365,0.0825,0.581
6,4,0.8955,0.1005,0.004
7,1,0,0.4315,0.5685
7,2,0,0.9935,0.0065
7,3,0,1,0
7,4,0,1,0
8,1,0,0.179,0.821
8,2,0,0.9875,0.0125
8,3,0,1,0
8,4,0,1,0
9,1,0,0.8405,0.1595
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0445,0.9555
10,2,0,0.9105,0.0895
10,3,0,0.9995,0.0005
10,4,0,1,0
