y,fzone,punt,kick,gofor
1,1,0.9685,0,0.0315
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.914,0,0.086
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9875,0,0.0125
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.92,0,0.08
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.574,0,0.426
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.0275,0.0135,0.959
6,2,0.853,0.022,0.125
6,3,0.9775,0.0225,0
6,4,0.9775,0.0225,0
7,1,0,0.8455,0.1545
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.906,0.094
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.998,0.002
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.8485,0.1515
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
