y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.2105,0,0.7895
1,3,0.99,0,0.01
1,4,1,0,0
2,1,0,0,1
2,2,0.163,0,0.837
2,3,0.9925,0,0.0075
2,4,1,0,0
3,1,0.0015,0,0.9985
3,2,0.394,0,0.606
3,3,0.998,0,0.002
3,4,1,0,0
4,1,0,0,1
4,2,0.024,0,0.976
4,3,0.9675,0,0.0325
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.2395,0,0.7605
5,4,0.9885,0,0.0115
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0,0.079,0.921
6,4,0.378,0.1835,0.4385
7,1,0,0.08,0.92
7,2,0,0.9265,0.0735
7,3,0,1,0
7,4,0,1,0
8,1,0,0.004,0.996
8,2,0,0.703,0.297
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3245,0.6755
9,2,0,0.9965,0.0035
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.4745,0.5255
10,3,0,0.9865,0.0135
10,4,0,1,0
