y,fzone,punt,kick,gofor
1,1,0.009,0,0.991
1,2,0.6505,0,0.3495
1,3,1,0,0
1,4,1,0,0
2,1,0.006,0,0.994
2,2,0.6175,0,0.3825
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0275,0,0.9725
3,2,0.871,0,0.129
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.244,0,0.756
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.593,0,0.407
5,4,0.997,0,0.003
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0.002,0.087,0.911
6,4,0.5695,0.1765,0.254
7,1,0,0.1435,0.8565
7,2,0,0.956,0.044
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0035,0.9965
8,2,0,0.658,0.342
8,3,0,1,0
8,4,0,1,0
9,1,0,0.264,0.736
9,2,0,0.9925,0.0075
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.3355,0.6645
10,3,0,0.9705,0.0295
10,4,0,0.998,0.002
