y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.159,0,0.841
1,3,0.9665,0,0.0335
1,4,0.9965,0,0.0035
2,1,0.0015,0,0.9985
2,2,0.1275,0,0.8725
2,3,0.9855,0,0.0145
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.269,0,0.731
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.7085,0,0.2915
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0,0,1
5,3,0.012,0,0.988
5,4,0.7595,0,0.2405
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0805,0.9195
6,4,0.049,0.214,0.737
7,1,0,0.008,0.992
7,2,0,0.632,0.368
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0055,0.9945
8,3,0,0.93,0.07
8,4,0,0.9995,0.0005
9,1,0,0.001,0.999
9,2,0,0.579,0.421
9,3,0,0.9855,0.0145
9,4,0,0.999,0.001
10,1,0,0,1
10,2,0,0.002,0.998
10,3,0,0.6045,0.3955
10,4,0,0.9525,0.0475
