y,fzone,punt,kick,gofor
1,1,0.494,0,0.506
1,2,0.996,0,0.004
1,3,1,0,0
1,4,1,0,0
2,1,0.3635,0,0.6365
2,2,0.9945,0,0.0055
2,3,1,0,0
2,4,1,0,0
3,1,0.665,0,0.335
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.248,0,0.752
4,2,0.992,0,0.008
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.559,0,0.441
5,3,1,0,0
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0.001,0.032,0.967
6,3,0.7615,0.069,0.1695
6,4,0.93,0.07,0
7,1,0,0.629,0.371
7,2,0,0.9985,0.0015
7,3,0,1,0
7,4,0,1,0
8,1,0,0.4485,0.5515
8,2,0,0.9985,0.0015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.956,0.044
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1955,0.8045
10,2,0,0.9835,0.0165
10,3,0,1,0
10,4,0,1,0
