y,fzone,punt,kick,gofor
1,1,0.1285,0,0.8715
1,2,0.931,0,0.069
1,3,1,0,0
1,4,1,0,0
2,1,0.081,0,0.919
2,2,0.9365,0,0.0635
2,3,1,0,0
2,4,1,0,0
3,1,0.255,0,0.745
3,2,0.9915,0,0.0085
3,3,1,0,0
3,4,1,0,0
4,1,0.02,0,0.98
4,2,0.842,0,0.158
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0435,0,0.9565
5,3,0.982,0,0.018
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.0295,0.9705
6,3,0.1715,0.091,0.7375
6,4,0.866,0.1215,0.0125
7,1,0,0.388,0.612
7,2,0,0.9915,0.0085
7,3,0,1,0
7,4,0,1,0
8,1,0,0.1025,0.8975
8,2,0,0.9745,0.0255
8,3,0,1,0
8,4,0,1,0
9,1,0,0.761,0.239
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.022,0.978
10,2,0,0.8335,0.1665
10,3,0,0.999,0.001
10,4,0,1,0
