y,fzone,punt,kick,gofor
1,1,0.005,0,0.995
1,2,0.564,0,0.436
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0035,0,0.9965
2,2,0.5275,0,0.4725
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.015,0,0.985
3,2,0.798,0,0.202
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.138,0,0.862
4,3,0.9965,0,0.0035
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.441,0,0.559
5,4,0.996,0,0.004
6,1,0,0.0085,0.9915
6,2,0,0.0255,0.9745
6,3,0.001,0.087,0.912
6,4,0.4495,0.1895,0.361
7,1,0,0.1095,0.8905
7,2,0,0.935,0.065
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.522,0.478
8,3,0,1,0
8,4,0,1,0
9,1,0,0.1785,0.8215
9,2,0,0.9825,0.0175
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2295,0.7705
10,3,0,0.953,0.047
10,4,0,0.997,0.003
