y,fzone,punt,kick,gofor
1,1,0.7815,0,0.2185
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.656,0,0.344
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.881,0,0.119
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.5635,0,0.4365
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0465,0,0.9535
5,2,0.914,0,0.086
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.06,0.0345,0.9055
6,3,0.9365,0.053,0.0105
6,4,0.947,0.053,0
7,1,0,0.766,0.234
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7285,0.2715
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.988,0.012
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.4865,0.5135
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
