y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.355,0,0.645
1,3,0.994,0,0.006
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.316,0,0.684
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.588,0,0.412
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0175,0,0.9825
4,3,0.9725,0,0.0275
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1415,0,0.8585
5,4,0.973,0,0.027
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.201,0.2075,0.5915
7,1,0,0.044,0.956
7,2,0,0.8565,0.1435
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1705,0.8295
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.041,0.959
9,2,0,0.9115,0.0885
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0595,0.9405
10,3,0,0.87,0.13
10,4,0,0.9855,0.0145
