y,fzone,punt,kick,gofor
1,1,0.522,0,0.478
1,2,0.997,0,0.003
1,3,1,0,0
1,4,1,0,0
2,1,0.3545,0,0.6455
2,2,0.992,0,0.008
2,3,1,0,0
2,4,1,0,0
3,1,0.6725,0,0.3275
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.389,0,0.611
4,2,0.995,0,0.005
4,3,1,0,0
4,4,1,0,0
5,1,0.0345,0,0.9655
5,2,0.8695,0,0.1305
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.0695,0.026,0.9045
6,3,0.9435,0.0465,0.01
6,4,0.9535,0.0465,0
7,1,0,0.5185,0.4815
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.446,0.554
8,2,0,0.996,0.004
8,3,0,1,0
8,4,0,1,0
9,1,0,0.944,0.056
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3025,0.6975
10,2,0,0.9795,0.0205
10,3,0,0.9995,0.0005
10,4,0,1,0
