y,fzone,punt,kick,gofor
1,1,0.2275,0,0.7725
1,2,0.9705,0,0.0295
1,3,1,0,0
1,4,1,0,0
2,1,0.163,0,0.837
2,2,0.968,0,0.032
2,3,1,0,0
2,4,1,0,0
3,1,0.391,0,0.609
3,2,0.9955,0,0.0045
3,3,1,0,0
3,4,1,0,0
4,1,0.064,0,0.936
4,2,0.94,0,0.06
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.172,0,0.828
5,3,0.9965,0,0.0035
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.0305,0.9695
6,3,0.4045,0.0835,0.512
6,4,0.899,0.098,0.003
7,1,0,0.475,0.525
7,2,0,0.9955,0.0045
7,3,0,1,0
7,4,0,1,0
8,1,0,0.231,0.769
8,2,0,0.991,0.009
8,3,0,1,0
8,4,0,1,0
9,1,0,0.8755,0.1245
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.063,0.937
10,2,0,0.935,0.065
10,3,0,0.9995,0.0005
10,4,0,1,0
