y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0565,0,0.9435
1,3,0.907,0,0.093
1,4,1,0,0
2,1,0,0,1
2,2,0.168,0,0.832
2,3,0.995,0,0.005
2,4,1,0,0
3,1,0,0,1
3,2,0.0665,0,0.9335
3,3,0.993,0,0.007
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.329,0,0.671
4,4,0.9945,0,0.0055
5,1,0,0,1
5,2,0,0,1
5,3,0.0005,0,0.9995
5,4,0.469,0,0.531
6,1,0,0.0085,0.9915
6,2,0,0.0265,0.9735
6,3,0,0.086,0.914
6,4,0.007,0.2255,0.7675
7,1,0,0.0045,0.9955
7,2,0,0.554,0.446
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.7745,0.2255
8,4,0,0.9995,0.0005
9,1,0,0.0005,0.9995
9,2,0,0.314,0.686
9,3,0,0.9685,0.0315
9,4,0,0.9985,0.0015
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.4055,0.5945
10,4,0,0.9015,0.0985
