y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,1,0,0
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.9975,0,0.0025
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.9785,0.001,0.0205
6,2,0.999,0.001,0
6,3,0.999,0.001,0
6,4,0.999,0.001,0
7,1,0.0315,0,0.9685
7,2,0.5465,0.002,0.4515
7,3,0.96,0.026,0.014
7,4,0.968,0.032,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.005,0.995
8,4,0,0.39,0.61
9,1,0,0,1
9,2,0,0.0005,0.9995
9,3,0,0.0985,0.9015
9,4,0,0.4435,0.5565
10,1,0,0,1
10,2,0,0,1
10,3,0,0.009,0.991
10,4,0,0.0525,0.9475
