y,fzone,punt,kick,gofor
1,1,0.056,0,0.944
1,2,0.844,0,0.156
1,3,1,0,0
1,4,1,0,0
2,1,0.0325,0,0.9675
2,2,0.837,0,0.163
2,3,1,0,0
2,4,1,0,0
3,1,0.124,0,0.876
3,2,0.967,0,0.033
3,3,1,0,0
3,4,1,0,0
4,1,0.003,0,0.997
4,2,0.6255,0,0.3745
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.004,0,0.996
5,3,0.91,0,0.09
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.0455,0.091,0.8635
6,4,0.796,0.1425,0.0615
7,1,0,0.2805,0.7195
7,2,0,0.9815,0.0185
7,3,0,1,0
7,4,0,1,0
8,1,0,0.033,0.967
8,2,0,0.916,0.084
8,3,0,1,0
8,4,0,1,0
9,1,0,0.558,0.442
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.003,0.997
10,2,0,0.653,0.347
10,3,0,0.993,0.007
10,4,0,1,0
