y,fzone,punt,kick,gofor
1,1,0.577,0,0.423
1,2,0.998,0,0.002
1,3,1,0,0
1,4,1,0,0
2,1,0.436,0,0.564
2,2,0.9965,0,0.0035
2,3,1,0,0
2,4,1,0,0
3,1,0.737,0,0.263
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.3265,0,0.6735
4,2,0.9945,0,0.0055
4,3,1,0,0
4,4,1,0,0
5,1,0.006,0,0.994
5,2,0.683,0,0.317
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.003,0.0335,0.9635
6,3,0.8305,0.0665,0.103
6,4,0.9325,0.0675,0
7,1,0,0.6725,0.3275
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.539,0.461
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.971,0.029
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.2645,0.7355
10,2,0,0.99,0.01
10,3,0,1,0
10,4,0,1,0
