y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.3095,0,0.6905
1,3,0.9955,0,0.0045
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.2485,0,0.7515
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.003,0,0.997
3,2,0.4995,0,0.5005
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.06,0,0.94
4,3,0.9855,0,0.0145
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.374,0,0.626
5,4,0.9945,0,0.0055
6,1,0,0.008,0.992
6,2,0,0.0225,0.9775
6,3,0.0015,0.071,0.9275
6,4,0.495,0.1625,0.3425
7,1,0,0.05,0.95
7,2,0,0.8815,0.1185
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.5725,0.4275
8,3,0,1,0
8,4,0,1,0
9,1,0,0.257,0.743
9,2,0,0.989,0.011
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.3925,0.6075
10,3,0,0.9795,0.0205
10,4,0,0.9995,0.0005
