y,fzone,punt,kick,gofor
1,1,0.7765,0,0.2235
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.658,0,0.342
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.883,0,0.117
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.5725,0,0.4275
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.048,0,0.952
5,2,0.9175,0,0.0825
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.0645,0.0345,0.901
6,3,0.9385,0.053,0.0085
6,4,0.947,0.053,0
7,1,0,0.7635,0.2365
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.72,0.28
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9875,0.0125
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.485,0.515
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
