y,fzone,punt,kick,gofor
1,1,0.782,0,0.218
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.657,0,0.343
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.88,0,0.12
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.554,0,0.446
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0415,0,0.9585
5,2,0.9075,0,0.0925
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.053,0.0345,0.9125
6,3,0.933,0.053,0.014
6,4,0.947,0.053,0
7,1,0,0.7755,0.2245
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.736,0.264
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.99,0.01
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.494,0.506
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
