y,fzone,punt,kick,gofor
1,1,0.054,0,0.946
1,2,0.859,0,0.141
1,3,1,0,0
1,4,1,0,0
2,1,0.0255,0,0.9745
2,2,0.7845,0,0.2155
2,3,1,0,0
2,4,1,0,0
3,1,0.0985,0,0.9015
3,2,0.9475,0,0.0525
3,3,1,0,0
3,4,1,0,0
4,1,0.0115,0,0.9885
4,2,0.6975,0,0.3025
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.036,0,0.964
5,3,0.9685,0,0.0315
5,4,1,0,0
6,1,0,0.0085,0.9915
6,2,0,0.0245,0.9755
6,3,0.207,0.0775,0.7155
6,4,0.889,0.1015,0.0095
7,1,0,0.304,0.696
7,2,0,0.985,0.015
7,3,0,1,0
7,4,0,1,0
8,1,0,0.1295,0.8705
8,2,0,0.984,0.016
8,3,0,1,0
8,4,0,1,0
9,1,0,0.8115,0.1885
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0685,0.9315
10,2,0,0.925,0.075
10,3,0,0.9995,0.0005
10,4,0,1,0
