y,fzone,punt,kick,gofor
1,1,0.631,0,0.369
1,2,0.999,0,0.001
1,3,1,0,0
1,4,1,0,0
2,1,0.486,0,0.514
2,2,0.998,0,0.002
2,3,1,0,0
2,4,1,0,0
3,1,0.777,0,0.223
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.38,0,0.62
4,2,0.996,0,0.004
4,3,1,0,0
4,4,1,0,0
5,1,0.0105,0,0.9895
5,2,0.7485,0,0.2515
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.005,0.0335,0.9615
6,3,0.8635,0.06,0.0765
6,4,0.9395,0.0605,0
7,1,0,0.6845,0.3155
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5635,0.4365
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9785,0.0215
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.304,0.696
10,2,0,0.992,0.008
10,3,0,1,0
10,4,0,1,0
