y,fzone,punt,kick,gofor
1,1,0.4195,0,0.5805
1,2,0.9935,0,0.0065
1,3,1,0,0
1,4,1,0,0
2,1,0.299,0,0.701
2,2,0.9895,0,0.0105
2,3,1,0,0
2,4,1,0,0
3,1,0.5915,0,0.4085
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.1755,0,0.8245
4,2,0.9855,0,0.0145
4,3,1,0,0
4,4,1,0,0
5,1,0.0005,0,0.9995
5,2,0.4415,0,0.5585
5,3,0.999,0,0.001
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0,0.032,0.968
6,3,0.6675,0.077,0.2555
6,4,0.919,0.0805,0.0005
7,1,0,0.589,0.411
7,2,0,0.998,0.002
7,3,0,1,0
7,4,0,1,0
8,1,0,0.3885,0.6115
8,2,0,0.998,0.002
8,3,0,1,0
8,4,0,1,0
9,1,0,0.938,0.062
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.147,0.853
10,2,0,0.979,0.021
10,3,0,0.9995,0.0005
10,4,0,1,0
