y,fzone,punt,kick,gofor
1,1,0.0485,0,0.9515
1,2,0.8725,0,0.1275
1,3,1,0,0
1,4,1,0,0
2,1,0.6345,0,0.3655
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.99,0,0.01
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.5885,0,0.4115
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.024,0,0.976
5,3,0.9905,0,0.0095
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.0285,0.9715
6,3,0.0005,0.097,0.9025
6,4,0.4175,0.2115,0.371
7,1,0,0.115,0.885
7,2,0,0.9475,0.0525
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0025,0.9975
8,2,0,0.567,0.433
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3835,0.6165
9,2,0,0.996,0.004
9,3,0,1,0
9,4,0,1,0
10,1,0,0.039,0.961
10,2,0,0.9125,0.0875
10,3,0,0.9995,0.0005
10,4,0,1,0
