y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.353,0,0.647
1,3,0.994,0,0.006
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.317,0,0.683
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.5905,0,0.4095
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.017,0,0.983
4,3,0.9725,0,0.0275
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.143,0,0.857
5,4,0.974,0,0.026
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.2025,0.207,0.5905
7,1,0,0.0455,0.9545
7,2,0,0.8655,0.1345
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.185,0.815
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.0445,0.9555
9,2,0,0.921,0.079
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0665,0.9335
10,3,0,0.878,0.122
10,4,0,0.9855,0.0145
