y,fzone,punt,kick,gofor
1,1,0.2635,0,0.7365
1,2,0.9775,0,0.0225
1,3,1,0,0
1,4,1,0,0
2,1,0.1845,0,0.8155
2,2,0.9735,0,0.0265
2,3,1,0,0
2,4,1,0,0
3,1,0.423,0,0.577
3,2,0.9955,0,0.0045
3,3,1,0,0
3,4,1,0,0
4,1,0.0705,0,0.9295
4,2,0.9495,0,0.0505
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.1915,0,0.8085
5,3,0.9975,0,0.0025
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.0305,0.9695
6,3,0.428,0.0835,0.4885
6,4,0.901,0.096,0.003
7,1,0,0.472,0.528
7,2,0,0.9955,0.0045
7,3,0,1,0
7,4,0,1,0
8,1,0,0.223,0.777
8,2,0,0.9915,0.0085
8,3,0,1,0
8,4,0,1,0
9,1,0,0.874,0.126
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0605,0.9395
10,2,0,0.9305,0.0695
10,3,0,0.9995,0.0005
10,4,0,1,0
