y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.99,0,0.01
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.8735,0,0.1265
5,2,0.9975,0,0.0025
5,3,1,0,0
5,4,1,0,0
6,1,0.8285,0.0005,0.171
6,2,0.9965,0.001,0.0025
6,3,0.999,0.001,0
6,4,0.999,0.001,0
7,1,0.023,0,0.977
7,2,0.3735,0,0.6265
7,3,0.919,0.0145,0.0665
7,4,0.9665,0.0325,0.001
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.023,0.977
9,1,0,0,1
9,2,0,0,1
9,3,0,0.018,0.982
9,4,0,0.14,0.86
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.0135,0.9865
10,4,0,0.0575,0.9425
