y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.492,0,0.508
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0155,0,0.9845
2,2,0.7955,0,0.2045
2,3,1,0,0
2,4,1,0,0
3,1,0.179,0,0.821
3,2,0.993,0,0.007
3,3,1,0,0
3,4,1,0,0
4,1,0.0125,0,0.9875
4,2,0.842,0,0.158
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.012,0,0.988
5,3,0.979,0,0.021
5,4,1,0,0
6,1,0,0.007,0.993
6,2,0,0.019,0.981
6,3,0.1025,0.0605,0.837
6,4,0.8785,0.097,0.0245
7,1,0,0.0285,0.9715
7,2,0,0.8275,0.1725
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0005,0.9995
8,2,0,0.4845,0.5155
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3075,0.6925
9,2,0,0.9955,0.0045
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.64,0.36
10,3,0,0.993,0.007
10,4,0,1,0
