y,fzone,punt,kick,gofor
1,1,0.0085,0,0.9915
1,2,0.649,0,0.351
1,3,1,0,0
1,4,1,0,0
2,1,0.006,0,0.994
2,2,0.6145,0,0.3855
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0255,0,0.9745
3,2,0.8665,0,0.1335
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.232,0,0.768
4,3,0.9985,0,0.0015
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5705,0,0.4295
5,4,0.997,0,0.003
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0.0015,0.086,0.9125
6,4,0.5525,0.1795,0.268
7,1,0,0.1355,0.8645
7,2,0,0.951,0.049
7,3,0,1,0
7,4,0,1,0
8,1,0,0.003,0.997
8,2,0,0.626,0.374
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2375,0.7625
9,2,0,0.9895,0.0105
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.303,0.697
10,3,0,0.966,0.034
10,4,0,0.9975,0.0025
