y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.995,0,0.005
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.901,0,0.099
5,2,0.9985,0,0.0015
5,3,1,0,0
5,4,1,0,0
6,1,0.845,0.0005,0.1545
6,2,0.997,0.001,0.002
6,3,0.999,0.001,0
6,4,0.999,0.001,0
7,1,0.0225,0,0.9775
7,2,0.385,0,0.615
7,3,0.9275,0.0135,0.059
7,4,0.9715,0.0275,0.001
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.031,0.969
9,1,0,0,1
9,2,0,0,1
9,3,0,0.02,0.98
9,4,0,0.1485,0.8515
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.013,0.987
10,4,0,0.054,0.946
