y,fzone,punt,kick,gofor
1,1,0.9665,0,0.0335
1,2,0.999,0,0.001
1,3,1,0,0
1,4,1,0,0
2,1,0.9465,0,0.0535
2,2,0.997,0,0.003
2,3,1,0,0
2,4,1,0,0
3,1,0.9865,0,0.0135
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9465,0,0.0535
4,2,0.997,0,0.003
4,3,1,0,0
4,4,1,0,0
5,1,0.6575,0,0.3425
5,2,0.995,0,0.005
5,3,0.997,0,0.003
5,4,0.997,0,0.003
6,1,0.0615,0.0085,0.93
6,2,0.9115,0.0155,0.073
6,3,0.981,0.0155,0.0035
6,4,0.9815,0.0155,0.003
7,1,0,0.4815,0.5185
7,2,0,0.991,0.009
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5225,0.4775
8,2,0,0.993,0.007
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9265,0.0735
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.4205,0.5795
10,2,0,0.9815,0.0185
10,3,0,0.998,0.002
10,4,0,0.9995,0.0005
