y,fzone,punt,kick,gofor
1,1,0.0665,0,0.9335
1,2,0.8715,0,0.1285
1,3,1,0,0
1,4,1,0,0
2,1,0.0465,0,0.9535
2,2,0.8775,0,0.1225
2,3,1,0,0
2,4,1,0,0
3,1,0.1595,0,0.8405
3,2,0.978,0,0.022
3,3,1,0,0
3,4,1,0,0
4,1,0.006,0,0.994
4,2,0.71,0,0.29
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.006,0,0.994
5,3,0.937,0,0.063
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0.0705,0.0925,0.837
6,4,0.8275,0.135,0.0375
7,1,0,0.321,0.679
7,2,0,0.9875,0.0125
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0455,0.9545
8,2,0,0.945,0.055
8,3,0,1,0
8,4,0,1,0
9,1,0,0.6395,0.3605
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.005,0.995
10,2,0,0.736,0.264
10,3,0,0.997,0.003
10,4,0,1,0
