y,fzone,punt,kick,gofor
1,1,0.4465,0,0.5535
1,2,0.9945,0,0.0055
1,3,1,0,0
1,4,1,0,0
2,1,0.3225,0,0.6775
2,2,0.991,0,0.009
2,3,1,0,0
2,4,1,0,0
3,1,0.6135,0,0.3865
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.197,0,0.803
4,2,0.987,0,0.013
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.474,0,0.526
5,3,0.9995,0,0.0005
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0.0005,0.0315,0.968
6,3,0.6925,0.073,0.2345
6,4,0.925,0.0745,0.0005
7,1,0,0.5915,0.4085
7,2,0,0.9975,0.0025
7,3,0,1,0
7,4,0,1,0
8,1,0,0.3955,0.6045
8,2,0,0.9985,0.0015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.94,0.06
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1495,0.8505
10,2,0,0.98,0.02
10,3,0,0.9995,0.0005
10,4,0,1,0
