y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.45,0,0.55
1,3,0.998,0,0.002
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.3085,0,0.6915
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.005,0,0.995
3,2,0.558,0,0.442
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.097,0,0.903
4,3,0.9885,0,0.0115
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.508,0,0.492
5,4,0.997,0,0.003
6,1,0,0.007,0.993
6,2,0,0.0215,0.9785
6,3,0.0025,0.0685,0.929
6,4,0.6115,0.148,0.2405
7,1,0,0.0575,0.9425
7,2,0,0.904,0.096
7,3,0,1,0
7,4,0,1,0
8,1,0,0.003,0.997
8,2,0,0.7035,0.2965
8,3,0,1,0
8,4,0,1,0
9,1,0,0.382,0.618
9,2,0,0.9975,0.0025
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.5795,0.4205
10,3,0,0.994,0.006
10,4,0,1,0
